DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	7p13	7	44542387		NPC1L1 - DDX56	ENSG00000015520	ENSG00000136271		1072	23030	rs17725246-?	rs17725246	0	17725246	regulatory_region_variant	1	NR	5E-8	7.301029995663981				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	7q11.23	7	74683722		GTF2I			ENSG00000263001			rs7794284-?	rs7794284	0	7794284	intron_variant	0	NR	1E-8	8.0				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	7q21.2	7	92600848		FAM133B - CDK6	ENSG00000234545	ENSG00000105810		10454	4073	rs740047-?	rs740047	0	740047	intergenic_variant	1	NR	2E-10	9.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	7q22.3	7	106771412		AC004917.1 - LINC02577	ENSG00000243797	ENSG00000228742		1205	3543	rs17477177-?	rs17477177	0	17477177	intergenic_variant	1	NR	8E-15	14.096910013008056				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	7q31.32	7	122434362		AC004594.1, CADPS2			ENSG00000240499, ENSG00000081803			rs983521-?	rs983521	0	983521	intron_variant	0	NR	7E-8	7.154901959985743				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	7q32.2	7	130023656		ZC3HC1, AC073320.1			ENSG00000091732, ENSG00000244036			rs11556924-?	rs11556924	0	11556924	missense_variant	0	NR	2E-13	12.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	7q32.2	7	130739451		KLF14 - AC016831.6	ENSG00000266265	ENSG00000271522		5275	50757	rs6974288-?	rs6974288	0	6974288	intergenic_variant	1	NR	3E-12	11.522878745280337				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	7q33	7	134509749		AKR1B1 - AKR1B10	ENSG00000085662	ENSG00000198074		50465	17818	rs782520-?	rs782520	0	782520	regulatory_region_variant	1	NR	2E-8	7.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	8q22.1	8	94959692		NDUFAF6			ENSG00000156170			rs2011567-?	rs2011567	0	2011567	intron_variant	0	NR	2E-9	8.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	8q22.3	8	101803258		NCALD			ENSG00000104490			rs1074703-?	rs1074703	0	1074703	intron_variant	0	NR	1E-9	9.0				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	8q22.3	8	104954030		ZFPM2			ENSG00000169946			rs35783704-?	rs35783704	0	35783704	intron_variant	0	NR	1E-14	14.0				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	8q24.13	8	125487789		AC091114.1			ENSG00000253111			rs28601761-?	rs28601761	0	28601761	intron_variant	0	NR	7E-26	25.154901959985743				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	8q24.21	8	128400582		AC100822.1 - LINC00824	ENSG00000286034	ENSG00000254275		11946	4687	rs7841408-?	rs7841408	0	7841408	intergenic_variant	1	NR	8E-8	7.096910013008056				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	8q24.3	8	142916379		GML, CYP11B2			ENSG00000104499, ENSG00000179142			rs11781816-?	rs11781816	0	11781816	intron_variant	0	NR	6E-9	8.221848749616356				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	9p22.3	9	14735055		FREM1			ENSG00000164946			rs1048070-?	rs1048070	0	1048070	3_prime_UTR_variant	0	NR	2E-9	8.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	9p22.1	9	19376260		RPS6			ENSG00000137154			rs67906804-?	rs67906804	0	67906804	3_prime_UTR_variant	0	NR	7E-9	8.154901959985743				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	9p13.3	9	35906474		HRCT1			ENSG00000196196			rs76452347-?	rs76452347	0	76452347	missense_variant	0	NR	5E-14	13.301029995663981				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	9p13.2	9	37129499		ZCCHC7			ENSG00000147905			rs13285624-?	rs13285624	0	13285624	intron_variant	0	NR	8E-8	7.096910013008056				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11q14.1	11	83778372		DLG2			ENSG00000150672			rs1155311-?	rs1155311	0	1155311	intron_variant	0	NR	1E-7	7.0				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11q22.1	11	100739815		ARHGAP42			ENSG00000165895			rs604723-?	rs604723	0	604723	intron_variant	0	NR	8E-40	39.096910013008056				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11q22.3	11	103082247		DCUN1D5			ENSG00000137692			rs2513993-?	rs2513993	0	2513993	intron_variant	0	NR	3E-8	7.522878745280337				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11q22.3	11	107226051		AP003057.1 - AP000766.1	ENSG00000255353	ENSG00000261098		48521	86081	rs4754196-?	rs4754196	0	4754196	intergenic_variant	1	NR	3E-15	14.522878745280337				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11q23.1	11	111793677		ALG9, AP001781.2			ENSG00000086848, ENSG00000258529			rs12363917-?	rs12363917	0	12363917	intron_variant	0	NR	6E-11	10.221848749616356				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11q23.3	11	116778201		ZPR1			ENSG00000109917			rs964184-?	rs964184	0	964184	3_prime_UTR_variant	0	NR	2E-29	28.69897000433602				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11q24.1	11	122656504		UBASH3B			ENSG00000154127			rs7129204-?	rs7129204	0	7129204	intron_variant	0	NR	3E-9	8.522878745280337				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	12p13.32	12	4275678		CCND2-AS1, AC008012.1, CCND2			ENSG00000255920, ENSG00000285901, ENSG00000118971			rs76895963-?	rs76895963	0	76895963	intron_variant	0	NR	3E-9	8.522878745280337				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	12p13.1	12	12728121		APOLD1			ENSG00000178878			rs72656645-?	rs72656645	0	72656645	intron_variant	0	NR	6E-8	7.221848749616356				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	12p12.2	12	20008234		AC024901.1			ENSG00000255910			rs2078339-?	rs2078339	0	2078339	intron_variant	0	NR	8E-13	12.096910013008056				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	10q25.2	10	110281821		MXI1			ENSG00000119950			rs2855469-?	rs2855469	0	2855469	intron_variant	0	NR	3E-8	7.522878745280337				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	10q25.3	10	114045297		ADRB1			ENSG00000043591			rs1801253-?	rs1801253	0	1801253	missense_variant	0	NR	6E-24	23.221848749616356				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	10q26.12	10	121240352		LINC01153 - RN7SKP167	ENSG00000227143	ENSG00000222979		54386	170564	rs12358504-?	rs12358504	0	12358504	regulatory_region_variant	1	NR	3E-8	7.522878745280337				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	10q26.3	10	132600079		INPP5A			ENSG00000068383			rs75523587-?	rs75523587	0	75523587	intron_variant	0	NR	8E-10	9.096910013008056				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11p15.5	11	1865986		LSP1, AC051649.1			ENSG00000130592, ENSG00000249086			rs612652-?	rs612652	0	612652	intron_variant	0	NR	5E-24	23.30102999566398				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11p15.4	11	9748015		SWAP70			ENSG00000133789			rs415895-?	rs415895	0	415895	missense_variant	0	NR	6E-19	18.221848749616356				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11p15.3	11	13248667		AC022878.1 - ARNTL	ENSG00000255018	ENSG00000133794		96319	27985	rs11605518-?	rs11605518	0	11605518	intergenic_variant	1	NR	9E-9	8.045757490560675				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11p15.2	11	16239678		SOX6			ENSG00000110693			rs10832571-?	rs10832571	0	10832571	intron_variant	0	NR	1E-11	11.0				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11p14.1	11	30727543		MPPED2-AS1 - DCDC1	ENSG00000254489	ENSG00000170959		97035	102826	rs963837-?	rs963837	0	963837	intergenic_variant	1	NR	7E-8	7.154901959985743				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	11p13	11	32437261		WT1-AS			ENSG00000183242			rs3809060-?	rs3809060	0	3809060	intron_variant	0	NR	4E-8	7.3979400086720375				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	10q21.3	10	62805132		AC067751.1, ADO			ENSG00000238280, ENSG00000181915			rs2236295-?	rs2236295	0	2236295	missense_variant	0	NR	3E-17	16.522878745280337				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	10q22.2	10	74261866		ADK			ENSG00000156110			rs10824134-?	rs10824134	0	10824134	intron_variant	0	NR	8E-8	7.096910013008056				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	10q23.2	10	86412952		GRID1 - WAPL	ENSG00000182771	ENSG00000062650		46157	22304	rs2114820-?	rs2114820	0	2114820	intergenic_variant	1	NR	5E-8	7.301029995663981				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	10q23.33	10	94132902		PLCE1			ENSG00000138193			rs10882397-?	rs10882397	0	10882397	intron_variant	0	NR	2E-11	10.698970004336019				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	10q23.33	10	94254865		PLCE1			ENSG00000138193			rs10786156-?	rs10786156	0	10786156	intron_variant	0	NR	7E-22	21.154901959985743				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	10q24.1	10	95494548		SORBS1			ENSG00000095637			rs943346-?	rs943346	0	943346	intron_variant	0	NR	6E-8	7.221848749616356				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	10q24.31	10	100315722		PKD2L1			ENSG00000107593			rs603424-?	rs603424	0	603424	intron_variant	0	NR	7E-9	8.154901959985743				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	10q24.31	10	100794914		PAX2			ENSG00000075891			rs10748798-?	rs10748798	0	10748798	intron_variant	0	NR	5E-9	8.301029995663981				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	10q24.33	10	103146454		NT5C2			ENSG00000076685			rs11191580-?	rs11191580	0	11191580	intron_variant	0	NR	2E-19	18.69897000433602				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	10q25.1	10	104870101		SORCS3			ENSG00000156395			rs145158522-?	rs145158522	0	145158522	intron_variant	0	NR	4E-18	17.397940008672037				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	7q34	7	139767877		HIPK2			ENSG00000064393			rs28656273-?	rs28656273	0	28656273	intron_variant	0	NR	7E-11	10.154901959985743				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	7q36.1	7	150993088		NOS3			ENSG00000164867			rs3918226-?	rs3918226	0	3918226	intron_variant	0	NR	2E-49	48.69897000433602				NR [~ 8900000] (imputed)	N	cardiovascular disease	http://www.ebi.ac.uk/efo/EFO_0000319	GCST007072	Genome-wide genotyping array
